gene_a.name,gene_a.identifier,gene_b.name,gene_b.identifier,NonSL.cell_line,NonSL.pubmed_id,NonSL.source,NonSL.statistic_score
BRCA1,672,CHEK2,11200,A549,31300006,CRISPR/CRISPRi,0.69
BRCA2,675,CHEK2,11200,786O,31300006,CRISPR/CRISPRi,0.38
AKT1,207,CHEK2,11200,A549,31300006,CRISPR/CRISPRi,0.69
CHEK1,1111,CHEK2,11200,A375,31300006,CRISPR/CRISPRi,1.0
CDC73,79577,CNOT1,23019,K562,31300006,CRISPR/CRISPRi,0.13
BDP1,55814,CNOT1,23019,Jurkat,31300006,CRISPR/CRISPRi,0.02
CDK1,983,CNOT1,23019,Jurkat,31300006,CRISPR/CRISPRi,0.01
BTF3,689,CNOT1,23019,K562,31300006,CRISPR/CRISPRi,0.16
NDUFA2,4695,WDR7,23335,Jurkat,31300006,CRISPR/CRISPRi,0.03
DDX18,8886,WDR7,23335,Jurkat,31300006,CRISPR/CRISPRi,0.04
DMAP1,55929,WDR7,23335,Jurkat,31300006,CRISPR/CRISPRi,0.02
COPA,1314,WDR7,23335,Jurkat,31300006,CRISPR/CRISPRi,0.01
POLD3,10714,WDR7,23335,Jurkat,31300006,CRISPR/CRISPRi,0.05
RPS18,6222,WDR7,23335,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPL24,6152,WDR7,23335,K562;Jurkat,31300006,CRISPR/CRISPRi,0.08
CDC73,79577,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.13
COPS2,9318,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.18
GFER,2671,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.15
DNA2,1763,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.17
ATXN10,25814,KDM1A,23028,Jurkat,31300006,CRISPR/CRISPRi,0.07
DDX18,8886,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.1
DICER1,23405,KDM1A,23028,Jurkat,31300006,CRISPR/CRISPRi,0.02
HSPA5,3309,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.16
CIT,11113,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.1
DMAP1,55929,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.17
GTF3C3,9330,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.13
DONSON,29980,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.1
CDC23,8697,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.11
CNOT1,23019,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.12
FARSB,10056,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.18
CDK1,983,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.16
EMG1,10436,KDM1A,23028,K562,31300006,CRISPR/CRISPRi,0.12
ADA,100,BTK,695,X293T,31300006,CRISPR/CRISPRi,0.15
BCL2,596,BTK,695,Hela,31300006,CRISPR/CRISPRi,0.5
BRCA1,672,BTK,695,A549,31300006,CRISPR/CRISPRi,0.16
CKAP5,9793,EIF3D,8664,Jurkat,31300006,CRISPR/CRISPRi,0.11
DDX18,8886,EIF3D,8664,Jurkat,31300006,CRISPR/CRISPRi,0.01
CDC26,246184,NOL10,79954,Jurkat,31300006,CRISPR/CRISPRi,0.05
DONSON,29980,NOL10,79954,K562,31300006,CRISPR/CRISPRi,0.12
EGFR,1956,SMAD4,4089,X293T,31300006,CRISPR/CRISPRi,0.53
PTEN,5728,SMAD4,4089,A549;Hela,31300006,CRISPR/CRISPRi,0.39
HSP90AA1,3320,SMAD4,4089,X293T,31300006,CRISPR/CRISPRi,0.3
BRAF,673,SMAD4,4089,X293T,31300006,CRISPR/CRISPRi,0.12
JAK2,3717,SMAD4,4089,Hela,31300006,CRISPR/CRISPRi,0.68
HDAC1,3065,SMAD4,4089,X293T,31300006,CRISPR/CRISPRi,0.31
CHEK1,1111,PARP2,10038,HT29,31300006,CRISPR/CRISPRi,0.35
MRPL18,29074,SAP18,10284,Jurkat,31300006,CRISPR/CRISPRi,0.0
RPS5,6193,SAP18,10284,Jurkat,31300006,CRISPR/CRISPRi,0.07
PPCS,79717,SAP18,10284,Jurkat,31300006,CRISPR/CRISPRi,0.04
CTNNBL1,56259,SAP18,10284,K562,31300006,CRISPR/CRISPRi,0.13
RPL24,6152,SAP18,10284,Jurkat,31300006,CRISPR/CRISPRi,0.02
CAMLG,819,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.09
BUB1B,701,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.14
HSPA5,3309,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.17
COPS5,10987,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.04
DICER1,23405,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.06
CDK1,983,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.12
MRPS25,64432,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.09
EIF3H,8667,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.04
EIF4A1,1973,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.01
CKAP5,9793,NOL8,55035,K562;Jurkat,31300006,CRISPR/CRISPRi,0.35
MRPL11,65003,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.3
MRPL10,124995,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.02
EMG1,10436,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.19
MRPL32,64983,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.11
MED17,9440,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.11
NEMF,9147,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.14
MAPKAP1,79109,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.0
MTRES1,51250,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.1
COX16,51241,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.12
MRPL13,28998,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.15
AATF,26574,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.06
BDP1,55814,NOL8,55035,K562;Jurkat,31300006,CRISPR/CRISPRi,0.34
COPS2,9318,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.22
COPA,1314,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.0
HSCB,150274,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.18
MRPL19,9801,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.11
KDM1A,23028,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.13
EXOSC6,118460,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.3
EBNA1BP2,10969,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.13
BTF3,689,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.19
EIF2B2,8892,NOL8,55035,Jurkat,31300006,CRISPR/CRISPRi,0.07
CTNNBL1,56259,NOL8,55035,K562,31300006,CRISPR/CRISPRi,0.37
CYB5B,80777,DHX37,57647,K562,31300006,CRISPR/CRISPRi,0.14
BTF3,689,TUBGCP4,27229,K562,31300006,CRISPR/CRISPRi,0.26
TBC1D31,93594,TUBGCP4,27229,K562,31300006,CRISPR/CRISPRi,0.1
PRMT5,10419,TUBGCP4,27229,K562,31300006,CRISPR/CRISPRi,0.11
COPE,11316,TUBGCP4,27229,K562,31300006,CRISPR/CRISPRi,0.15
TOMM22,56993,TUBGCP4,27229,K562,31300006,CRISPR/CRISPRi,0.16
HSCB,150274,TUBGCP4,27229,K562,31300006,CRISPR/CRISPRi,0.14
PSMD12,5718,TUBGCP4,27229,K562,31300006,CRISPR/CRISPRi,0.11
RPL35,11224,TUBGCP4,27229,K562,31300006,CRISPR/CRISPRi,0.26
CTNNBL1,56259,TUBGCP4,27229,K562,31300006,CRISPR/CRISPRi,0.29
SYVN1,84447,TUBGCP4,27229,K562,31300006,CRISPR/CRISPRi,0.21
COPA,1314,EMC2,9694,Jurkat,31300006,CRISPR/CRISPRi,0.1
MTHFD2,10797,NAT10,55226,K562,31300006,CRISPR/CRISPRi,0.11
COPE,11316,NAT10,55226,K562,31300006,CRISPR/CRISPRi,0.15
KDM1A,23028,NAT10,55226,K562,31300006,CRISPR/CRISPRi,0.17
GRB2,2885,MCL1,4170,K562,31300006,CRISPR/CRISPRi,0.58
CCT8,10694,COPE,11316,K562,31300006,CRISPR/CRISPRi,0.14
CDC73,79577,COPE,11316,K562,31300006,CRISPR/CRISPRi,0.26
CDK12,51755,SSBP1,6742,K562,31300006,CRISPR/CRISPRi,0.19
EIF4G2,1982,SSBP1,6742,Jurkat,31300006,CRISPR/CRISPRi,0.08
CCNK,8812,SSBP1,6742,K562,31300006,CRISPR/CRISPRi,0.12
MRPL18,29074,NEMF,9147,Jurkat,31300006,CRISPR/CRISPRi,0.11
MED9,55090,NEMF,9147,K562,31300006,CRISPR/CRISPRi,0.17
COG3,83548,NEMF,9147,Jurkat,31300006,CRISPR/CRISPRi,0.0
CDC26,246184,NEMF,9147,Jurkat,31300006,CRISPR/CRISPRi,0.1
NDUFA2,4695,NEMF,9147,Jurkat,31300006,CRISPR/CRISPRi,0.03
MRPS25,64432,NEMF,9147,Jurkat,31300006,CRISPR/CRISPRi,0.02
MTBP,27085,NEMF,9147,Jurkat,31300006,CRISPR/CRISPRi,0.01
DUT,1854,NEMF,9147,Jurkat,31300006,CRISPR/CRISPRi,0.07
COPA,1314,PPAT,5471,Jurkat,31300006,CRISPR/CRISPRi,0.02
COX7C,1350,GNL3L,54552,Jurkat,31300006,CRISPR/CRISPRi,0.04
EIF4G2,1982,GNL3L,54552,K562,31300006,CRISPR/CRISPRi,0.33
TASOR,23272,GNL3L,54552,Jurkat,31300006,CRISPR/CRISPRi,0.01
COPA,1314,GNL3L,54552,Jurkat,31300006,CRISPR/CRISPRi,0.05
CDC26,246184,GNL3L,54552,Jurkat,31300006,CRISPR/CRISPRi,0.0
CAMLG,819,GNL3L,54552,Jurkat,31300006,CRISPR/CRISPRi,0.13
EIF4G2,1982,MRPL37,51253,Jurkat,31300006,CRISPR/CRISPRi,0.06
ANKZF1,55139,DMAP1,55929,K562,31300006,CRISPR/CRISPRi,0.11
CTNNBL1,56259,DMAP1,55929,K562,31300006,CRISPR/CRISPRi,0.27
CYB5B,80777,DMAP1,55929,Jurkat,31300006,CRISPR/CRISPRi,0.01
APOOL,139322,DMAP1,55929,Jurkat,31300006,CRISPR/CRISPRi,0.0
AFG3L2,10939,DMAP1,55929,Jurkat,31300006,CRISPR/CRISPRi,0.04
COX5A,9377,DMAP1,55929,Jurkat,31300006,CRISPR/CRISPRi,0.04
BDP1,55814,DMAP1,55929,Jurkat,31300006,CRISPR/CRISPRi,0.44
COX7C,1350,DMAP1,55929,Jurkat,31300006,CRISPR/CRISPRi,0.07
CKAP5,9793,DMAP1,55929,Jurkat,31300006,CRISPR/CRISPRi,0.26
BCL2,596,SETD2,29072,X293T,31300006,CRISPR/CRISPRi,0.43
ADA,100,AKT1,207,X293T,31300006,CRISPR/CRISPRi,0.09
PFKFB1,5207,PRKAB1,5564,K562,31300006,CRISPR/CRISPRi,0.02
CAMK1D,57118,PRKAB1,5564,K562,31300006,CRISPR/CRISPRi,0.04
CTNNBL1,56259,RINT1,60561,K562,31300006,CRISPR/CRISPRi,0.11
EIF4G2,1982,RINT1,60561,Jurkat,31300006,CRISPR/CRISPRi,0.25
NDUFA2,4695,RINT1,60561,K562,31300006,CRISPR/CRISPRi,0.13
BTF3,689,RINT1,60561,K562,31300006,CRISPR/CRISPRi,0.38
DUT,1854,PDRG1,81572,Jurkat,31300006,CRISPR/CRISPRi,0.03
COPA,1314,PDRG1,81572,Jurkat,31300006,CRISPR/CRISPRi,0.06
BTF3,689,PDRG1,81572,K562,31300006,CRISPR/CRISPRi,0.24
CMAS,55907,TRNAU1AP,54952,Jurkat,31300006,CRISPR/CRISPRi,0.02
COX5A,9377,TRNAU1AP,54952,Jurkat,31300006,CRISPR/CRISPRi,0.0
PRPF18,8559,TRNAU1AP,54952,Jurkat,31300006,CRISPR/CRISPRi,0.03
CCNK,8812,TRNAU1AP,54952,Jurkat,31300006,CRISPR/CRISPRi,0.0
TIMM22,29928,TUBGCP5,114791,K562,31300006,CRISPR/CRISPRi,0.14
SNAPC1,6617,TUBGCP5,114791,K562;Jurkat,31300006,CRISPR/CRISPRi,0.22
TCF25,22980,TUBGCP5,114791,K562,31300006,CRISPR/CRISPRi,0.12
TOMM22,56993,TUBGCP5,114791,Jurkat,31300006,CRISPR/CRISPRi,0.01
CAMLG,819,TUBGCP5,114791,Jurkat,31300006,CRISPR/CRISPRi,0.04
EIF4G2,1982,TUBGCP5,114791,K562;Jurkat,31300006,CRISPR/CRISPRi,0.13
MED10,84246,TUBGCP5,114791,Jurkat,31300006,CRISPR/CRISPRi,0.01
BTF3,689,TUBGCP5,114791,K562,31300006,CRISPR/CRISPRi,0.18
DDX18,8886,LEO1,123169,Jurkat,31300006,CRISPR/CRISPRi,0.04
CDC26,246184,LEO1,123169,Jurkat,31300006,CRISPR/CRISPRi,0.07
EXOSC6,118460,LEO1,123169,Jurkat,31300006,CRISPR/CRISPRi,0.02
COG3,83548,LEO1,123169,Jurkat,31300006,CRISPR/CRISPRi,0.02
COPA,1314,LEO1,123169,Jurkat,31300006,CRISPR/CRISPRi,0.25
ELP4,26610,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPL50,54534,RPS5,6193,K562,31300006,CRISPR/CRISPRi,0.16
EMC1,23065,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.01
HCCS,3052,RPS5,6193,K562,31300006,CRISPR/CRISPRi,0.12
AATF,26574,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.07
RPL35,11224,RPS5,6193,K562,31300006,CRISPR/CRISPRi,0.35
ATP6AP1,537,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.03
KARS1,3735,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.05
NDUFA2,4695,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.06
PMVK,10654,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.06
COG3,83548,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.07
POLR3A,11128,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.0
PRMT5,10419,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.05
RAD51,5888,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.13
LARS1,51520,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.02
CEP152,22995,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.07
CYB5B,80777,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.01
CDK12,51755,RPS5,6193,K562,31300006,CRISPR/CRISPRi,0.34
CDC26,246184,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.12
KDM1A,23028,RPS5,6193,K562,31300006,CRISPR/CRISPRi,0.13
CAMLG,819,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.14
RPL8,6132,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.09
MTHFD2,10797,RPS5,6193,K562,31300006,CRISPR/CRISPRi,0.13
RPP30,10556,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.04
APOOL,139322,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.0
NEMF,9147,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.0
PFAS,5198,RPS5,6193,K562,31300006,CRISPR/CRISPRi,0.12
CCNK,8812,RPS5,6193,K562,31300006,CRISPR/CRISPRi,0.18
ANKZF1,55139,RPS5,6193,K562,31300006,CRISPR/CRISPRi,0.13
EIF4G2,1982,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.27
DICER1,23405,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.04
PMPCB,9512,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.04
GET3,439,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.02
POLR3B,55703,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.04
EIF4A1,1973,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.0
FBXO28,23219,RPS5,6193,Jurkat,31300006,CRISPR/CRISPRi,0.03
CDC26,246184,CHMP2A,27243,Jurkat,31300006,CRISPR/CRISPRi,0.05
CAMLG,819,CHMP2A,27243,Jurkat,31300006,CRISPR/CRISPRi,0.07
DUT,1854,TASOR,23272,Jurkat,31300006,CRISPR/CRISPRi,0.07
CDC26,246184,TASOR,23272,Jurkat,31300006,CRISPR/CRISPRi,0.07
EIF2B2,8892,TASOR,23272,Jurkat,31300006,CRISPR/CRISPRi,0.02
BUB3,9184,TASOR,23272,K562,31300006,CRISPR/CRISPRi,0.13
CYB5B,80777,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.1
ATXN10,25814,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.04
FIP1L1,81608,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.05
NAA50,80218,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPS18A,55168,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.0
CAMLG,819,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.0
GTF2E1,2960,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.04
ANAPC13,25847,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.02
BTF3,689,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.07
EXOSC6,118460,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.05
GET3,439,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.03
EIF4G2,1982,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.16
EIF4A1,1973,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.01
HBS1L,10767,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.07
CEP63,80254,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.02
DYNC1H1,1778,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.01
PAFAH1B1,5048,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.01
COPE,11316,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.02
PELO,53918,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL16,54948,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.01
ANKZF1,55139,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.02
AFG3L2,10939,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.04
PFAS,5198,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.08
COG3,83548,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.1
CDK1,983,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.06
NDUFB1,4707,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.05
COX5A,9377,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.04
CDC16,8881,PPCS,79717,K562,31300006,CRISPR/CRISPRi,0.19
COPS5,10987,PPCS,79717,Jurkat,31300006,CRISPR/CRISPRi,0.02
MET,4233,ROR1,4919,X293T,31300006,CRISPR/CRISPRi,0.09
FGFR3,2261,ROR1,4919,X293T,31300006,CRISPR/CRISPRi,0.07
CDH1,999,ROR1,4919,A549,31300006,CRISPR/CRISPRi,0.02
DHFR,1719,ROR1,4919,X293T,31300006,CRISPR/CRISPRi,0.59
BTK,695,ROR1,4919,X293T,31300006,CRISPR/CRISPRi,0.03
HDAC2,3066,ROR1,4919,X293T,31300006,CRISPR/CRISPRi,0.04
FLT3,2322,ROR1,4919,X293T,31300006,CRISPR/CRISPRi,0.04
BTF3,689,DNA2,1763,K562,31300006,CRISPR/CRISPRi,0.19
ANKZF1,55139,DNA2,1763,K562,31300006,CRISPR/CRISPRi,0.13
CTNNBL1,56259,DNA2,1763,K562,31300006,CRISPR/CRISPRi,0.27
CYB5B,80777,DNA2,1763,Jurkat,31300006,CRISPR/CRISPRi,0.01
AFG3L2,10939,INTS3,65123,Jurkat,31300006,CRISPR/CRISPRi,0.07
CDC27,996,INTS3,65123,Jurkat,31300006,CRISPR/CRISPRi,0.01
CAMK1D,57118,HMGCR,3156,K562,31300006,CRISPR/CRISPRi,0.01
CAMK1D,57118,EPHB4,2050,K562,31300006,CRISPR/CRISPRi,0.08
CCNK,8812,EFR3A,23167,Jurkat,31300006,CRISPR/CRISPRi,0.02
APOOL,139322,EFR3A,23167,Jurkat,31300006,CRISPR/CRISPRi,0.02
COPS5,10987,EFR3A,23167,Jurkat,31300006,CRISPR/CRISPRi,0.07
ANAPC13,25847,EFR3A,23167,Jurkat,31300006,CRISPR/CRISPRi,0.03
BTF3,689,EFR3A,23167,K562,31300006,CRISPR/CRISPRi,0.11
ADPRM,56985,EFR3A,23167,Jurkat,31300006,CRISPR/CRISPRi,0.04
DONSON,29980,EFR3A,23167,K562,31300006,CRISPR/CRISPRi,0.26
COPS2,9318,EFR3A,23167,Jurkat,31300006,CRISPR/CRISPRi,0.04
DYNC1H1,1778,EFR3A,23167,Jurkat,31300006,CRISPR/CRISPRi,0.02
COX5A,9377,EFR3A,23167,Jurkat,31300006,CRISPR/CRISPRi,0.0
COX6C,1345,EFR3A,23167,Jurkat,31300006,CRISPR/CRISPRi,0.01
COPE,11316,EFR3A,23167,K562,31300006,CRISPR/CRISPRi,0.13
CDC16,8881,EFR3A,23167,K562,31300006,CRISPR/CRISPRi,0.14
CDC73,79577,EFR3A,23167,Jurkat,31300006,CRISPR/CRISPRi,0.06
PSMD4,5710,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.14
RPL35,11224,SFXN1,94081,Jurkat,31300006,CRISPR/CRISPRi,0.06
CKAP5,9793,SFXN1,94081,K562;Jurkat,31300006,CRISPR/CRISPRi,0.1
CDC40,51362,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.14
MZT1,440145,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.24
CARS1,833,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.22
DDX18,8886,SFXN1,94081,Jurkat,31300006,CRISPR/CRISPRi,0.01
MICOS10,440574,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.12
RINT1,60561,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.13
PAXBP1,94104,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.16
DMAP1,55929,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.22
RPL24,6152,SFXN1,94081,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPS5,6193,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.33
PPIE,10450,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.16
COG3,83548,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.11
SEH1L,81929,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.12
MRPL18,29074,SFXN1,94081,Jurkat,31300006,CRISPR/CRISPRi,0.01
IMPDH2,3615,SFXN1,94081,K562,31300006,CRISPR/CRISPRi,0.12
BTF3,689,CEP192,55125,K562,31300006,CRISPR/CRISPRi,0.15
ANKZF1,55139,CEP192,55125,K562,31300006,CRISPR/CRISPRi,0.12
SEH1L,81929,SYVN1,84447,K562;Jurkat,31300006,CRISPR/CRISPRi,0.09
POLR3B,55703,SYVN1,84447,Jurkat,31300006,CRISPR/CRISPRi,0.0
CDC26,246184,SYVN1,84447,Jurkat,31300006,CRISPR/CRISPRi,0.05
NACA,4666,SYVN1,84447,K562,31300006,CRISPR/CRISPRi,0.21
RPL35,11224,SYVN1,84447,Jurkat,31300006,CRISPR/CRISPRi,0.0
RPL24,6152,SYVN1,84447,K562,31300006,CRISPR/CRISPRi,0.14
EIF4G2,1982,SYVN1,84447,Jurkat,31300006,CRISPR/CRISPRi,0.24
DDX18,8886,SYVN1,84447,Jurkat,31300006,CRISPR/CRISPRi,0.03
RBM22,55696,SYVN1,84447,Jurkat,31300006,CRISPR/CRISPRi,0.04
LIAS,11019,SYVN1,84447,K562,31300006,CRISPR/CRISPRi,0.15
NOL9,79707,SYVN1,84447,K562,31300006,CRISPR/CRISPRi,0.1
MED9,55090,SYVN1,84447,K562,31300006,CRISPR/CRISPRi,0.12
PPWD1,23398,SYVN1,84447,K562,31300006,CRISPR/CRISPRi,0.15
CWC22,57703,SYVN1,84447,Jurkat,31300006,CRISPR/CRISPRi,0.06
EIF4G2,1982,VPS72,6944,Jurkat,31300006,CRISPR/CRISPRi,0.04
ANAPC13,25847,VPS72,6944,Jurkat,31300006,CRISPR/CRISPRi,0.05
DNA2,1763,VPS72,6944,Jurkat,31300006,CRISPR/CRISPRi,0.15
EMC6,83460,VPS72,6944,K562,31300006,CRISPR/CRISPRi,0.19
COPA,1314,VPS72,6944,Jurkat,31300006,CRISPR/CRISPRi,0.0
PCK1,5105,PDHX,8050,A549,31300006,CRISPR/CRISPRi,0.11
PDHB,5162,PDHX,8050,Hela,31300006,CRISPR/CRISPRi,0.07
DLAT,1737,PDHX,8050,Hela,31300006,CRISPR/CRISPRi,0.14
DDX18,8886,TUBB,203068,K562;Jurkat,31300006,CRISPR/CRISPRi,0.1
RPL10,6134,TUBB,203068,K562,31300006,CRISPR/CRISPRi,0.13
MRPL18,29074,TUBB,203068,Jurkat,31300006,CRISPR/CRISPRi,0.0
COX7C,1350,DDX18,8886,K562;Jurkat,31300006,CRISPR/CRISPRi,0.45
CAMLG,819,DDX18,8886,Jurkat,31300006,CRISPR/CRISPRi,0.01
ATP6V1G1,9550,DDX18,8886,K562;Jurkat,31300006,CRISPR/CRISPRi,0.8
CTNNBL1,56259,DDX18,8886,K562,31300006,CRISPR/CRISPRi,0.15
HDAC2,3066,PIK3CA,5290,X293T,31300006,CRISPR/CRISPRi,0.1
BRD4,23476,PIK3CA,5290,Hela,31300006,CRISPR/CRISPRi,0.55
COG3,83548,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.03
GTF3C3,9330,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.29
DMAP1,55929,RPL35,11224,K562;Jurkat,31300006,CRISPR/CRISPRi,0.2
MCM3AP,8888,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.24
GTF2H1,2965,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.12
RAE1,8480,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.08
MED10,84246,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.21
CKAP5,9793,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.15
POLE,5426,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.12
EIF3C,8663,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.13
MARS1,4141,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.33
OGFOD1,55239,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.0
NOC2L,26155,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.17
MAT2A,4144,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.23
NAT10,55226,RPL35,11224,K562,31300006,CRISPR/CRISPRi,0.1
COPA,1314,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.04
MRPL16,54948,RPL35,11224,Jurkat,31300006,CRISPR/CRISPRi,0.04
