gene_a.name,gene_a.identifier,gene_b.name,gene_b.identifier,NonSL.cell_line,NonSL.pubmed_id,NonSL.source,NonSL.statistic_score
BTF3,689,DNTTIP2,30836,K562,31300006,CRISPR/CRISPRi,0.26
ANKZF1,55139,DNTTIP2,30836,K562,31300006,CRISPR/CRISPRi,0.11
CTNNBL1,56259,DNTTIP2,30836,K562,31300006,CRISPR/CRISPRi,0.24
MAP3K5,4217,MAP3K8,1326,K562,31300006,CRISPR/CRISPRi,0.08
CDC40,51362,COA3,28958,K562,31300006,CRISPR/CRISPRi,0.19
CDC16,8881,COA3,28958,K562,31300006,CRISPR/CRISPRi,0.12
CNOT1,23019,COA3,28958,K562,31300006,CRISPR/CRISPRi,0.1
MAP3K5,4217,SRC,6714,K562,31300006,CRISPR/CRISPRi,0.08
PFKFB1,5207,SRC,6714,K562,31300006,CRISPR/CRISPRi,0.01
MLH1,4292,SRC,6714,Hela,31300006,CRISPR/CRISPRi,0.41
PTEN,5728,SRC,6714,Hela,31300006,CRISPR/CRISPRi,0.52
ATP6AP1,537,RBBP8,5932,Jurkat,31300006,CRISPR/CRISPRi,0.01
PSMC2,5701,RBBP8,5932,Jurkat,31300006,CRISPR/CRISPRi,0.04
CDC26,246184,RBBP8,5932,Jurkat,31300006,CRISPR/CRISPRi,0.02
COPA,1314,RBBP8,5932,Jurkat,31300006,CRISPR/CRISPRi,0.07
FAM50A,9130,MTHFD2,10797,K562,31300006,CRISPR/CRISPRi,0.23
CDC26,246184,MTHFD2,10797,Jurkat,31300006,CRISPR/CRISPRi,0.1
CKAP5,9793,MTHFD2,10797,K562,31300006,CRISPR/CRISPRi,0.13
GTF3C3,9330,MTHFD2,10797,K562,31300006,CRISPR/CRISPRi,0.16
DNTTIP2,30836,MTHFD2,10797,K562,31300006,CRISPR/CRISPRi,0.1
BTF3,689,PPP2R2A,5520,K562,31300006,CRISPR/CRISPRi,0.34
ASCC3,10973,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.01
GFER,2671,RPL24,6152,K562,31300006,CRISPR/CRISPRi,0.15
NACA,4666,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.07
BOD1L1,259282,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.07
RBBP8,5932,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.05
HSPA5,3309,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.17
PRPF18,8559,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.07
MRPS28,28957,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.04
MRPL19,9801,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.11
BDP1,55814,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.0
NDUFA2,4695,RPL24,6152,K562;Jurkat,31300006,CRISPR/CRISPRi,0.19
CDK12,51755,RPL24,6152,K562,31300006,CRISPR/CRISPRi,0.17
ATP6V1G1,9550,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.0
HUS1,3364,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL18,29074,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.02
CAMLG,819,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.08
COX7C,1350,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.21
MRPS30,10884,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.08
CKAP5,9793,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.05
FARSA,2193,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.12
COPS5,10987,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.04
DYNC1H1,1778,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.03
COQ2,27235,RPL24,6152,K562,31300006,CRISPR/CRISPRi,0.15
CMAS,55907,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.01
ANKZF1,55139,RPL24,6152,K562,31300006,CRISPR/CRISPRi,0.17
RFC5,5985,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.02
MZT1,440145,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.05
KDM1A,23028,RPL24,6152,K562,31300006,CRISPR/CRISPRi,0.27
PSMD12,5718,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.03
CYB5B,80777,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.26
TASOR,23272,RPL24,6152,Jurkat,31300006,CRISPR/CRISPRi,0.08
COPS2,9318,RPL24,6152,K562;Jurkat,31300006,CRISPR/CRISPRi,0.07
PPP2R1A,5518,RPL24,6152,K562,31300006,CRISPR/CRISPRi,0.15
MRPL16,54948,MRPL22,29093,Jurkat,31300006,CRISPR/CRISPRi,0.02
LEO1,123169,MRPL22,29093,K562,31300006,CRISPR/CRISPRi,0.14
MRPL11,65003,MRPL22,29093,Jurkat,31300006,CRISPR/CRISPRi,0.0
RFC5,5985,WDR70,55100,Jurkat,31300006,CRISPR/CRISPRi,0.06
CDC26,246184,WDR70,55100,Jurkat,31300006,CRISPR/CRISPRi,0.07
MED17,9440,WDR70,55100,Jurkat,31300006,CRISPR/CRISPRi,0.02
TRNAU1AP,54952,WDR70,55100,Jurkat,31300006,CRISPR/CRISPRi,0.01
MRPL18,29074,WDR70,55100,Jurkat,31300006,CRISPR/CRISPRi,0.03
DDX18,8886,WDR70,55100,Jurkat,31300006,CRISPR/CRISPRi,0.01
NCBP1,4686,WDR70,55100,K562,31300006,CRISPR/CRISPRi,0.15
EIF4G2,1982,METAP2,10988,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPS28,28957,PAXBP1,94104,Jurkat,31300006,CRISPR/CRISPRi,0.0
COPS5,10987,MRPS25,64432,Jurkat,31300006,CRISPR/CRISPRi,0.03
EIF4G2,1982,MRPS25,64432,Jurkat,31300006,CRISPR/CRISPRi,0.04
MRPL16,54948,MRPS25,64432,Jurkat,31300006,CRISPR/CRISPRi,0.03
KARS1,3735,MRPS25,64432,Jurkat,31300006,CRISPR/CRISPRi,0.04
MAX,4149,MRPS25,64432,Jurkat,31300006,CRISPR/CRISPRi,0.01
GTF2E1,2960,MRPS25,64432,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPL50,54534,MRPS25,64432,Jurkat,31300006,CRISPR/CRISPRi,0.06
DONSON,29980,MRPS25,64432,K562,31300006,CRISPR/CRISPRi,0.17
CDC26,246184,MRPS25,64432,Jurkat,31300006,CRISPR/CRISPRi,0.09
COX6C,1345,MRPS25,64432,Jurkat,31300006,CRISPR/CRISPRi,0.04
ERH,2079,MRPS25,64432,Jurkat,31300006,CRISPR/CRISPRi,0.09
CAMLG,819,RBM17,84991,Jurkat,31300006,CRISPR/CRISPRi,0.05
MRPL16,54948,RBM17,84991,Jurkat,31300006,CRISPR/CRISPRi,0.0
CCNK,8812,RBM17,84991,K562,31300006,CRISPR/CRISPRi,0.13
EIF4G2,1982,RBM17,84991,Jurkat,31300006,CRISPR/CRISPRi,0.22
AATF,26574,RBM17,84991,Jurkat,31300006,CRISPR/CRISPRi,0.02
CDK12,51755,RBM17,84991,K562,31300006,CRISPR/CRISPRi,0.13
HSPA5,3309,RBM17,84991,Jurkat,31300006,CRISPR/CRISPRi,0.05
BTF3,689,RBM17,84991,K562;Jurkat,31300006,CRISPR/CRISPRi,0.1
EIF4G2,1982,NUP85,79902,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL50,54534,NUP85,79902,K562,31300006,CRISPR/CRISPRi,0.13
BTF3,689,NUP85,79902,K562,31300006,CRISPR/CRISPRi,0.12
CHMP2A,27243,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.03
ACTL6A,86,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.0
COA3,28958,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.03
ATXN10,25814,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.03
CDC27,996,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.04
CDK12,51755,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.07
CARS1,833,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.05
ANAPC13,25847,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.0
AATF,26574,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.05
ATP6V1G1,9550,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.07
AURKA,6790,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.11
BUB1B,701,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.17
BDP1,55814,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.35
ANKZF1,55139,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.0
CCT8,10694,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.07
CDK1,983,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.16
CDC73,79577,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.0
BUB3,9184,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.05
CAMLG,819,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.16
CCNK,8812,COPA,1314,Jurkat,31300006,CRISPR/CRISPRi,0.04
BRCA2,675,MAPK1,5594,786O,31300006,CRISPR/CRISPRi,0.33
ATR,545,RPS6KA4,8986,K562,31300006,CRISPR/CRISPRi,0.11
BTF3,689,CACTIN,58509,K562,31300006,CRISPR/CRISPRi,0.11
TIMM22,29928,TSEN2,80746,K562,31300006,CRISPR/CRISPRi,0.14
MED10,84246,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.03
BDP1,55814,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.0
ERH,2079,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.02
CDK1,983,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL13,28998,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.05
CYB5B,80777,TSEN2,80746,K562;Jurkat,31300006,CRISPR/CRISPRi,0.09
BTF3,689,TSEN2,80746,K562,31300006,CRISPR/CRISPRi,0.11
STXBP4,252983,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.0
COX7C,1350,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.01
NUDC,10726,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.01
COG3,83548,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.01
CAMLG,819,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.03
SNAPC1,6617,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.19
TOMM22,56993,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.03
SEC22B,9554,TSEN2,80746,Jurkat,31300006,CRISPR/CRISPRi,0.07
ANAPC13,25847,BUB1B,701,K562,31300006,CRISPR/CRISPRi,0.11
BDP1,55814,BUB1B,701,Jurkat,31300006,CRISPR/CRISPRi,0.21
ENO3,2027,PDHA1,5160,Hela,31300006,CRISPR/CRISPRi,0.12
FIP1L1,81608,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.02
DNTTIP2,30836,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.02
RFC5,5985,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.0
COX7C,1350,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.04
CKAP5,9793,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.04
PSMD12,5718,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.07
MRPL16,54948,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.0
MRPL13,28998,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.04
EIF4G2,1982,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.19
POLR3B,55703,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.06
NDUFA2,4695,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.02
NOL10,79954,RPL30,6156,Jurkat,31300006,CRISPR/CRISPRi,0.01
ATP6AP1,537,MRPL35,51318,Jurkat,31300006,CRISPR/CRISPRi,0.03
CYB5B,80777,MRPL35,51318,Jurkat,31300006,CRISPR/CRISPRi,0.03
MARS2,92935,MRPL35,51318,Jurkat,31300006,CRISPR/CRISPRi,0.02
FIP1L1,81608,MRPL35,51318,Jurkat,31300006,CRISPR/CRISPRi,0.06
MRPL32,64983,MRPL35,51318,Jurkat,31300006,CRISPR/CRISPRi,0.0
DMAP1,55929,MRPL35,51318,Jurkat,31300006,CRISPR/CRISPRi,0.19
GFER,2671,MARS1,4141,K562,31300006,CRISPR/CRISPRi,0.56
BTF3,689,MARS1,4141,K562,31300006,CRISPR/CRISPRi,0.13
GTF2E1,2960,MARS1,4141,K562,31300006,CRISPR/CRISPRi,0.15
ATR,545,TK1,7083,K562,31300006,CRISPR/CRISPRi,0.04
KDM1A,23028,PSMC6,5706,K562,31300006,CRISPR/CRISPRi,0.18
HSPA5,3309,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.0
ANKZF1,55139,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.02
FTSJ3,117246,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.07
COPA,1314,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.23
COPS5,10987,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.09
BTF3,689,PSMC6,5706,K562,31300006,CRISPR/CRISPRi,0.15
BUB1B,701,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.01
MTBP,27085,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.02
GTF2H4,2968,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.06
DMAP1,55929,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.02
MRPL33,9553,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.0
CDK1,983,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.02
PSMC2,5701,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.04
EIF4G2,1982,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.44
FARSA,2193,PSMC6,5706,Jurkat,31300006,CRISPR/CRISPRi,0.04
EXOSC3,51010,PDSS2,57107,Jurkat,31300006,CRISPR/CRISPRi,0.01
CDH1,999,RUNX1,861,Hela,31300006,CRISPR/CRISPRi,0.49
CDCA8,55143,DLST,1743,K562,31300006,CRISPR/CRISPRi,0.13
COPA,1314,DLST,1743,Jurkat,31300006,CRISPR/CRISPRi,0.02
DDX18,8886,RPA3,6119,Jurkat,31300006,CRISPR/CRISPRi,0.03
RBM22,55696,RPA3,6119,Jurkat,31300006,CRISPR/CRISPRi,0.01
EIF4G2,1982,RPA3,6119,K562,31300006,CRISPR/CRISPRi,0.15
GNL2,29889,RPA3,6119,Jurkat,31300006,CRISPR/CRISPRi,0.02
CNOT1,23019,RPA3,6119,Jurkat,31300006,CRISPR/CRISPRi,0.0
COPA,1314,RPA3,6119,Jurkat,31300006,CRISPR/CRISPRi,0.17
BUB1B,701,RPA3,6119,Jurkat,31300006,CRISPR/CRISPRi,0.05
NOL8,55035,RPA3,6119,Jurkat,31300006,CRISPR/CRISPRi,0.06
MED9,55090,RPA3,6119,Jurkat,31300006,CRISPR/CRISPRi,0.02
FBP1,2203,HK1,3098,A549,31300006,CRISPR/CRISPRi,0.26
MDH1,4190,TALDO1,6888,A549,31300006,CRISPR/CRISPRi,0.09
DLAT,1737,TALDO1,6888,Hela,31300006,CRISPR/CRISPRi,0.07
MDH2,4191,TALDO1,6888,Hela,31300006,CRISPR/CRISPRi,0.14
RRM2,6241,TAZ,6901,K562,31300006,CRISPR/CRISPRi,0.11
PPCS,79717,TAZ,6901,Jurkat,31300006,CRISPR/CRISPRi,0.01
EFR3A,23167,TAZ,6901,Jurkat,31300006,CRISPR/CRISPRi,0.03
CDC26,246184,TAZ,6901,Jurkat,31300006,CRISPR/CRISPRi,0.01
NDUFA2,4695,TAZ,6901,Jurkat,31300006,CRISPR/CRISPRi,0.01
EPRS1,2058,PDK2,5164,K562,31300006,CRISPR/CRISPRi,0.0
KCNA3,3738,PDK2,5164,K562,31300006,CRISPR/CRISPRi,0.06
CDC26,246184,SLC35A1,10559,Jurkat,31300006,CRISPR/CRISPRi,0.12
MED1,5469,SLC35A1,10559,Jurkat,31300006,CRISPR/CRISPRi,0.02
FBXO28,23219,SLC35A1,10559,Jurkat,31300006,CRISPR/CRISPRi,0.04
BDP1,55814,SLC35A1,10559,K562,31300006,CRISPR/CRISPRi,0.2
EIF3M,10480,SLC35A1,10559,Jurkat,31300006,CRISPR/CRISPRi,0.04
CDK4,1019,HDAC6,10013,X293T,31300006,CRISPR/CRISPRi,0.1
BRAF,673,HDAC6,10013,X293T,31300006,CRISPR/CRISPRi,0.07
DNA2,1763,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.02
RPL24,6152,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.08
EIF2B5,8893,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.03
MCM3,4172,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.03
DONSON,29980,TIMM23B,100652748,K562,31300006,CRISPR/CRISPRi,0.27
MED17,9440,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.03
MCM3AP,8888,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.02
SCYL1,57410,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.07
ATXN10,25814,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.01
PMPCB,9512,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.01
MED1,5469,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.09
FBXO28,23219,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.05
CDC16,8881,TIMM23B,100652748,K562,31300006,CRISPR/CRISPRi,0.29
PPCS,79717,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.03
RPS18,6222,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.01
RPL32,6161,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.1
RRM2,6241,TIMM23B,100652748,K562,31300006,CRISPR/CRISPRi,0.6
ANAPC13,25847,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.02
EFR3A,23167,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.02
CARS1,833,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.06
RPS5,6193,TIMM23B,100652748,K562,31300006,CRISPR/CRISPRi,0.11
CKAP5,9793,TIMM23B,100652748,Jurkat,31300006,CRISPR/CRISPRi,0.04
RBM22,55696,TIMM23B,100652748,K562,31300006,CRISPR/CRISPRi,0.1
FGFR4,2264,P2RY6,5031,K562,31300006,CRISPR/CRISPRi,0.05
DNTTIP2,30836,KIF11,3832,K562,31300006,CRISPR/CRISPRi,0.12
EMG1,10436,KIF11,3832,K562,31300006,CRISPR/CRISPRi,0.11
CDC16,8881,KIF11,3832,K562,31300006,CRISPR/CRISPRi,0.15
BTF3,689,KIF11,3832,K562,31300006,CRISPR/CRISPRi,0.2
CCNK,8812,KIF11,3832,K562,31300006,CRISPR/CRISPRi,0.19
RPS5,6193,TIMM9,26520,Jurkat,31300006,CRISPR/CRISPRi,0.07
COPA,1314,TIMM9,26520,Jurkat,31300006,CRISPR/CRISPRi,0.04
MICOS10,440574,TIMM9,26520,Jurkat,31300006,CRISPR/CRISPRi,0.05
NDUFA2,4695,TIMM9,26520,Jurkat,31300006,CRISPR/CRISPRi,0.0
PPCS,79717,TIMM9,26520,Jurkat,31300006,CRISPR/CRISPRi,0.03
COPS5,10987,PSMD4,5710,K562,31300006,CRISPR/CRISPRi,0.2
FARSA,2193,PSMD4,5710,K562,31300006,CRISPR/CRISPRi,0.14
MTBP,27085,PSMD4,5710,Jurkat,31300006,CRISPR/CRISPRi,0.1
CDK1,983,PSMD4,5710,K562,31300006,CRISPR/CRISPRi,0.12
CDC73,79577,PSMD4,5710,K562,31300006,CRISPR/CRISPRi,0.15
HBS1L,10767,PSMD4,5710,K562,31300006,CRISPR/CRISPRi,0.17
NOL8,55035,PSMD4,5710,Jurkat,31300006,CRISPR/CRISPRi,0.16
NDUFA2,4695,PSMD4,5710,K562,31300006,CRISPR/CRISPRi,0.2
DMAP1,55929,PSMD4,5710,Jurkat,31300006,CRISPR/CRISPRi,0.01
CTNNBL1,56259,SF3B1,23451,K562,31300006,CRISPR/CRISPRi,0.25
PSMD6,9861,SF3B1,23451,Jurkat,31300006,CRISPR/CRISPRi,0.0
RPL35,11224,SF3B1,23451,K562,31300006,CRISPR/CRISPRi,0.11
HSPA5,3309,SF3B1,23451,K562,31300006,CRISPR/CRISPRi,0.13
BTF3,689,SF3B1,23451,K562,31300006,CRISPR/CRISPRi,0.13
CCNK,8812,SF3B1,23451,K562,31300006,CRISPR/CRISPRi,0.19
COX7C,1350,MCM3AP,8888,Jurkat,31300006,CRISPR/CRISPRi,0.06
ANAPC13,25847,MCM3AP,8888,Jurkat,31300006,CRISPR/CRISPRi,0.08
BTF3,689,MCM3AP,8888,K562,31300006,CRISPR/CRISPRi,0.16
CARS1,833,MCM3AP,8888,K562,31300006,CRISPR/CRISPRi,0.35
BTF3,689,POLE,5426,K562,31300006,CRISPR/CRISPRi,0.11
EIF4G2,1982,POLE,5426,Jurkat,31300006,CRISPR/CRISPRi,0.06
DMAP1,55929,POLE,5426,K562,31300006,CRISPR/CRISPRi,0.1
CDK12,51755,POLE,5426,K562,31300006,CRISPR/CRISPRi,0.1
NDUFA2,4695,PMVK,10654,Jurkat,31300006,CRISPR/CRISPRi,0.04
EFR3A,23167,PMVK,10654,Jurkat,31300006,CRISPR/CRISPRi,0.0
DDX18,8886,PMVK,10654,K562;Jurkat,31300006,CRISPR/CRISPRi,0.13
MRPS25,64432,PMVK,10654,Jurkat,31300006,CRISPR/CRISPRi,0.01
CDC26,246184,PMVK,10654,Jurkat,31300006,CRISPR/CRISPRi,0.06
GFER,2671,PMVK,10654,K562,31300006,CRISPR/CRISPRi,0.11
FDPS,2224,PMVK,10654,K562,31300006,CRISPR/CRISPRi,0.25
CDC16,8881,PMVK,10654,K562,31300006,CRISPR/CRISPRi,0.14
DNA2,1763,PMVK,10654,Jurkat,31300006,CRISPR/CRISPRi,0.0
NIP7,51388,PMVK,10654,Jurkat,31300006,CRISPR/CRISPRi,0.07
ARID1A,8289,GATA3,2625,X293T,31300006,CRISPR/CRISPRi,0.07
ALK,238,BCL2,596,A549,31300006,CRISPR/CRISPRi,0.03
HK2,3099,PDHB,5162,Hela,31300006,CRISPR/CRISPRi,0.26
ME2,4200,PDHB,5162,Hela,31300006,CRISPR/CRISPRi,0.32
LDHAL6B,92483,PDHB,5162,Hela,31300006,CRISPR/CRISPRi,0.09
ENO3,2027,PDHB,5162,Hela,31300006,CRISPR/CRISPRi,0.23
FBP1,2203,PDHB,5162,Hela,31300006,CRISPR/CRISPRi,0.65
G6PC,2538,PDHB,5162,Hela,31300006,CRISPR/CRISPRi,0.72
FARSB,10056,HSPA5,3309,Jurkat,31300006,CRISPR/CRISPRi,0.02
CKAP5,9793,HSPA5,3309,Jurkat,31300006,CRISPR/CRISPRi,0.03
EBNA1BP2,10969,HSPA5,3309,Jurkat,31300006,CRISPR/CRISPRi,0.17
DNTTIP2,30836,HSPA5,3309,K562,31300006,CRISPR/CRISPRi,0.19
CWC22,57703,HSPA5,3309,Jurkat,31300006,CRISPR/CRISPRi,0.07
EMC1,23065,HSPA5,3309,Jurkat,31300006,CRISPR/CRISPRi,0.06
HSCB,150274,HSPA5,3309,K562,31300006,CRISPR/CRISPRi,0.14
ANAPC13,25847,HSPA5,3309,K562,31300006,CRISPR/CRISPRi,0.16
ACTL6A,86,HSPA5,3309,K562,31300006,CRISPR/CRISPRi,0.19
DDX18,8886,HSPA5,3309,K562,31300006,CRISPR/CRISPRi,0.17
COPA,1314,HSPA5,3309,Jurkat,31300006,CRISPR/CRISPRi,0.25
BTF3,689,HSPA5,3309,K562,31300006,CRISPR/CRISPRi,0.28
CDK1,983,HSPA5,3309,K562,31300006,CRISPR/CRISPRi,0.3
BUB1B,701,HSPA5,3309,Jurkat,31300006,CRISPR/CRISPRi,0.11
CACTIN,58509,HSPA5,3309,K562,31300006,CRISPR/CRISPRi,0.11
CDK12,51755,LIAS,11019,K562,31300006,CRISPR/CRISPRi,0.1
GTF2H1,2965,LIAS,11019,Jurkat,31300006,CRISPR/CRISPRi,0.04
BNIP1,662,LIAS,11019,Jurkat,31300006,CRISPR/CRISPRi,0.05
KARS1,3735,LIAS,11019,Jurkat,31300006,CRISPR/CRISPRi,0.01
DDX18,8886,LIAS,11019,Jurkat,31300006,CRISPR/CRISPRi,0.02
CWC22,57703,LIAS,11019,Jurkat,31300006,CRISPR/CRISPRi,0.01
CCNK,8812,LIAS,11019,K562,31300006,CRISPR/CRISPRi,0.17
BUB1B,701,CDC23,8697,Jurkat,31300006,CRISPR/CRISPRi,0.0
BTF3,689,CDC23,8697,K562,31300006,CRISPR/CRISPRi,0.14
CAMLG,819,CDC23,8697,Jurkat,31300006,CRISPR/CRISPRi,0.0
EIF4G2,1982,PSMB7,5695,Jurkat,31300006,CRISPR/CRISPRi,0.04
BTF3,689,PSMB7,5695,K562,31300006,CRISPR/CRISPRi,0.34
NDUFA2,4695,PSMB7,5695,K562,31300006,CRISPR/CRISPRi,0.26
NAA50,80218,PSMB7,5695,K562,31300006,CRISPR/CRISPRi,0.16
AATF,26574,COX6C,1345,Jurkat,31300006,CRISPR/CRISPRi,0.04
CDK12,51755,COX6C,1345,K562,31300006,CRISPR/CRISPRi,0.13
CDC26,246184,COX6C,1345,Jurkat,31300006,CRISPR/CRISPRi,0.06
EIF4G2,1982,SNRPC,6631,Jurkat,31300006,CRISPR/CRISPRi,0.18
MRPL50,54534,SNRPC,6631,K562,31300006,CRISPR/CRISPRi,0.11
EIF4G2,1982,NUP54,53371,Jurkat,31300006,CRISPR/CRISPRi,0.17
ERH,2079,NUP54,53371,Jurkat,31300006,CRISPR/CRISPRi,0.01
MED10,84246,NUP54,53371,Jurkat,31300006,CRISPR/CRISPRi,0.01
COPA,1314,NUP54,53371,Jurkat,31300006,CRISPR/CRISPRi,0.08
CDC26,246184,NUP54,53371,Jurkat,31300006,CRISPR/CRISPRi,0.1
BDP1,55814,EIF2B2,8892,Jurkat,31300006,CRISPR/CRISPRi,0.1
CWC22,57703,EIF2B2,8892,Jurkat,31300006,CRISPR/CRISPRi,0.01
CYB5B,80777,EIF2B2,8892,Jurkat,31300006,CRISPR/CRISPRi,0.05
NDUFA2,4695,WDR77,79084,K562,31300006,CRISPR/CRISPRi,0.18
BNIP1,662,IARS1,3376,Jurkat,31300006,CRISPR/CRISPRi,0.02
BUB1B,701,CDC27,996,Jurkat,31300006,CRISPR/CRISPRi,0.1
BTF3,689,EIF5B,9669,K562,31300006,CRISPR/CRISPRi,0.15
CDH1,999,MSH6,2956,X293T,31300006,CRISPR/CRISPRi,0.15
ARID2,196528,MSH6,2956,Hela,31300006,CRISPR/CRISPRi,0.42
MAP2K1,5604,MSH6,2956,Hela,31300006,CRISPR/CRISPRi,0.46
